Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Industry,Sector,Revenue
Data Scientist 2,₹144K (Employer est.),"Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 286 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.

Job Description Summary: As a member of the Issuance team, you’ll play a key role in developing customer value propositions, coordinate value communication, design and build policy, product, & process to deliver great customer experience and optimize PayPals internal costs. As an Analyst, you will, • Build expertise in PayPal data sources to find, manage and simplify complex data • Integrate data and product knowledge to build stories and convey actionable insights • Set up measurement frameworks like Pre-Post, A/B tests to assess project impact • Be a subject expert for Protections policies, and Resolutions process • Work with partner teams such as Operations and Engineering for project implementation

Job Description:
As a member of the Issuance team, you’ll play a key role in developing customer value propositions, coordinate value communication, design and build policy, product, & process to deliver great customer experience and optimize PayPals internal costs. As an Analyst, you will, • Build expertise in PayPal data sources to find, manage and simplify complex data • Integrate data and product knowledge to build stories and convey actionable insights • Set up measurement frameworks like Pre-Post, A/B tests to assess project impact • Be a subject expert for Protections policies, and Resolutions process • Work with partner teams such as Operations and Engineering for project implementation

We're a purpose-driven company whose beliefs are the foundation for how we conduct business every day. We hold ourselves to our One Team Behaviors which demand that we hold the highest ethical standards, to empower an open and diverse workplace, and strive to treat everyone who is touched by our business with dignity and respect. Our employees challenge the status quo, ask questions, and find solutions. We want to break down barriers to financial empowerment. Join us as we change the way the world defines financial freedom.

PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities.",4.0,"PayPal
4.0",Chennai,10000+ Employees,Internet,Information Technology,$10+ billion (USD)
Data Science Internship,₹144K (Employer est.),"About the company:
International Council of E-Commerce Consultants, also known as the EC-Council, is the world's largest cybersecurity technical certification body. We operate in 145 countries globally. We are the owner and developer of the world-famous Certified Ethical Hacker (CEH). We are proud to have trained and certified over 200,000 information security professionals globally who have influenced the cybersecurity mindset of countless organizations worldwide. Our certification programs are recognized worldwide and have received endorsements from various government agencies, and most recently EC-Council has received accreditation from the American National Standards Institute (ANSI). The International Council of E-Commerce Consultants (EC-Council) is a member-based organization that certifies individuals in various e-business and information security skills. Our certifications are offered in over 87 countries globally.
About the internship/job:
Selected intern's day-to-day responsibilities include: 1. Developing functional prototypes of data products incorporating analytics, visualization, machine learning, natural language processing, and graph analytics 2. Drafting content related to the topics you are researching and the projects you are working on, including reports, blog posts, and proposals 3. Creating various machine learning-based tools or processes within the company, such as recommendation engines or automated lead scoring systems 4. Performing statistical analysis
Who can apply:
Only those students or freshers can apply who:
are available for full time (in-office) internship
have relevant skills and interests
can start the internship between 29th Dec'20 and 2nd Feb'21
are available for duration of 3 months
have already graduated or are currently in any year of study
are from Hyderabad, Mumbai and neighboring cities
Females willing to start/restart their career may also apply
Number of internships/jobs available: 3
Categories: Data Science,Computer Science,Engineering,Machine Learning",4.1,"EC-Council
4.1",Hyderābād,201 to 500 Employees,Membership Organizations,Business Services,Unknown / Non-Applicable
Machine Learning Engineer,₹144K (Employer est.),"Softnautics is looking for Machine Learning Engineer who is technically strong, possesses hands-on experience in Machine Learning Solutions in domain of Audio, Video, IoT. He/she should have some experience working with complex (SoC / Microprocessor) Embedded Systems is mandatory for this role. The role will be part of Embedded department in which there is a very strong culture of teamwork, cooperation and collaboration
Responsibilities
Mentor and build the team of 2 or more junior engineers
Documentation and Process adherence
Technical ownership for module (s) and / or project (s) and / or domain (s)
Effort estimation, planning, customer Interaction
Required Skills:
2 - 5 years of experience with Machine Learning Solutions in the domain of Audio, Video, IoT
1 - 3 years of experience working with Complex (SoC / Microprocessors) Embedded System
Strong at programming, debugging and communication
Sound knowledge of version control and bug tracking systems – GIT, JIRA, Perforce, CVS etc.
Hands on experience on Machine Learning Algorithms – Conventional and Deep Learning (must have)
Hands on experience working on Machine Learning Platforms / Frameworks like TensorFlow, TensorFlow Lite, Keras, Caffe/2, MxNet, pyTorch etc.
Sound knowledge of Cloud Computing tools’ cognitive ML services – Google cloud, AWS, Azure, IBM Cloud etc.
Experience working on Large datasets – Learning, tuning, deployment on Embedded Platform
Familiar with Deep Learning Compilers – CPUs, GPUs, FPGAs
Should be able to work in aggressive, high pressure environment
Excellent written and verbal communication
Self-starter, problem-solving mentality, and creative thinker
Desirable Skills:
Experience of mentoring 2 or 3 engineers
Quality process – CMMi, Agile Scrum
Good knowledge of working with Open source software packages is beneficial and preferred
Positive attitude
Ready to switch between domains based on the project needs
Application Deadline: 31/1/2021
Expected Start Date: 15/1/2021
Job Type: Full-time
Salary: ₹500,000.00 - ₹1,200,000.00 per year
Benefits:
Flexible schedule
Health insurance
Paid time off
Work from home
Schedule:
Day shift
Monday to Friday
Experience:
Machine learning: 3 years (Required)
total work: 3 years (Required)
Education:
Bachelor's (Required)
Application Question:
Current CTC:
Notice Period:
Current Location:
Email ID:
Work Remotely:
No
COVID-19 Precaution(s):
Remote interview process
Virtual meetings",2.9,"Softnautics
2.9",Pune,51 to 200 Employees,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,₹144K (Employer est.),"5+ Years
Coimbatore | Chennai

If you are an active individual who is passionate and driven to learn and lead, we will cheer you on. We’re a fun
and collaborative workspace that cares and commits to your betterment.

If you’re a Data Scientist, scroll further, please.

What’s interesting about this role?

Apart from being a part of a successful team and a successful project, you will play an active role in helping
Payoda and businesses around the world transform for the better. You will also be an owner and catalyst in the

following:
We are looking for a passionate data scientist to become part of the Bigdata and Data Science team to
create real-time, data driven solutions for flag bearing organizations in Telecom and FinTech domains.

You are expected to develop, drive, and deliver data-based solutions and make technical innovations
happen.

You will have the opportunity to use cutting-edge technology across all stages of model development and
data management lifecycle.

You will have the opportunity to use big data technologies to tame real-world data science scenarios

What’s it going to take?

Well, we believe it takes a great deal of skill, passion, and perseverance to make this role successful. Here are a

few more requirements that are essential:
Excellent understanding of Machine Learning algorithms

Hands-on data scrapping, data exploration, hypothesis building, and model development

Excellent understanding of deep learning and NLP concepts

Hands-on Scikit-learn, Tensor flow, Pytorch like frameworks

Good command over Python and R

Exposure to Big data stack is good to have

But in addition to all this technical experience and expertise, if you have great communication skills and a strong
work ethic, take ownership of duties and perform well against timelines, you’d be the best fit for us.",4.5,"Payoda
4.5",Coimbatore,201 to 500 Employees,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD)
Data Science - Intern,₹144K (Employer est.),"Company Description
About Merkle
Merkle is a global data-driven, technology-enabled performance marketing agency. For over 30 years, Fortune 1,000 companies and leading nonprofit organizations have partnered with us to build and maximize the value of their customer portfolios. We work with world-class brands like Dell, T-Mobile, Samsung, GEICO, Regions, Kimberly-Clark, AARP, Lilly, Sanofi, NBC Universal, DIRECTV, American Cancer Society, Habitat for Humanity, and many others to build and execute customer-centric business strategies. With more than 9,000 smart, dedicated people in more than 50 offices around the world, we are still growing at a rate that outpaces the market, with 2018 net revenue of $846million.
About Dentsu
Dentsu is the world’s largest advertising agency brand, a company with a history of 118 years of innovation, the Dentsu Group provides a comprehensive range of client centric brand, integrated communications, media and digital services through its ten global network brands—Carat, Dentsu, dentsu X, iProspect, Isobar, McGarry Bowen, Merkle, MKTG, Posterscope and Vizeum—as well as through its specialist/multi-market brands. The Dentsu Group has a strong presence in over 145 countries and regions across five continents and employs more than 62,000 dedicated professionals. Dentsu Aegis Network Ltd., its international business headquarters in London, oversees Dentsu’s agency operations outside of Japan. The Group is also active in the production and marketing of sports and entertainment content on a global scale.

Job Description
Merkle | Sokrati, a leader in Digital Marketing and Analytics, managing Digital Marketing campaigns for several large brand clients in India. We are currently a 750+ people team; and growing extremely fast to gain more market share and roll out even cooler technology solutions in Digital Advertising space.
In pursuit of this, we seek to hire an Intern– Data Science in our team.

What you’ll do at Merkle|Sokrati?
Use statistical methods to analyze data and generate useful business reports
Analyze client data using EDA and provide actionable insights to improve processes and present them successfully to management using a reporting tool.
Use data to create AI&ML models to solve complex business problems
Provide support for ad hoc requests from the Business Users
Provide support for Analytics Processes monitoring and troubleshooting.
Identify, evaluate and implement external services and tools to support data validation and cleansing
Liaise with internal and external clients to fully understand data content
Gather, understand and document detailed business requirements using appropriate tools and techniques
Support in creating PowerPoints, reports, dashboards and models
Independently determine the appropriate approach for new assignments
Complete a variety of atypical assignments
Solve a range of straight forward problems
Builds knowledge of the organization, processes and customers
What’s on Offer:
An opportunity to work with one of India’s most promising companies in a genuine growth hacking role
Unparalleled learning opportunities in the company of ridiculously smart folks with very high levels of expertise in their respective functions
Fantastically transparent, vibrant and positive work culture

Qualifications
What we are looking for?
Someone who is inquisitive and has great problem-solving skills.
Core data science/analytics knwolege.
Hands-on experience of building statistical models like regression, decision tree, random forests and other AI/ML models is a must
Experience using R, Python, SAS is mandatory.
Ability to write SQL queries, doing cohort analysis, comparative analysis etc.
Ability to lead own projects and work independently once given a direction.
Experience working directly with business users to build reports, dashboards and solving business questions with data.
Experience of working on visualization tools (Tableau/Power BI etc.)
Understanding about GA360/Adobe/Datorama/CDP/DMP etc.

Additional Information
All your information will be kept confidential according to EEO guidelines.",3.5,"Merkle Sokrati
3.5",Pune,501 to 1000 Employees,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Data Scientist,₹144K (Employer est.),"Email your CV to contact@tenz.ai
Responsibilities
Ability to translate business problems into analytical structures and can be solved using statistical/ML techniques.
3+ years of applied work experience with analytics & machine learning on large datasets.
Experience with statistical software (e.g., R, Python, MATLAB, pandas) and database languages (e.g., SQL).
Good exposure to exploratory analysis and knack of deriving business insights & value. Comfortable with exploring large data sets.
Develops recommendation from complex data and business analyses and formulates them into business plan.
Has strong consultative skills in addition to quantitative (and statistical) ability to harness customer data in order to address business problems that materially impact business.
Work under minimal supervision and display strong independent behaviour while leading the team in developing structured analysis.
Must Have Skills
Build statistical models/ ML models, train and test them to and drive towards the optimal level of model performance.
Quickly prototype solutions and build models to test feasibility of solution approach.
Work across the spectrum of reporting and data visualization, statistical modelling and supervised learning tools and techniques and apply the right level of solution to the right problem.
Exposure to Big Data platforms like Hadoop and its eco-system (Hive, Pig, Sqoop, Mahout) is a plus.
Passion to learn new tools, languages and framework.",-1,Tenzai,Bangalore,Unknown,-1,-1,Less than $1 million (USD)
DATA SCIENTIST /,₹144K (Employer est.),"Exposure to ML concepts - Probabilistic Models, Supervised and Unsupervised Learning, Neural Networks & Deep learning, Ensembling. Understanding of concepts behind Machine Learning algorithms such as Probability, Statistics, Linear Algebra. Exposure to libraries such as theano, tensorflow, keras, torch, caffe etc.",5.0,"HelloLeads
5.0",Tiruchchirāppalli,Unknown,-1,-1,Less than $1 million (USD)
"Analyst, Risk Data Science and Analytics",₹144K (Employer est.),"About the Role
Develop and manage user risk ratings models that meet applicable regulatory requirements and are aligned with best practices
Interpret large amounts of complex data to formulate problem statements, concise conclusions regarding underlying risk dynamics, trends, and opportunities
Identify key risk indicators and metrics, develop and monitor key metrics, enhance reporting, and identify new areas of analytic focus to better capture operational risk
Provide data analytics support for compliance policy monitoring and quality assurance efforts
Provide subject matter expertise on strategy implementation/testing and initiatives related to the improvement of risk mitigation processes and infrastructure
Work collaboratively with cross-functional partners within Uber to understand and address key risk and control challenges
Provide clear/concise oral and written communication across various functions and levels
Support Risk and Compliance reporting with data intelligence capabilities
Proactively seek out opportunities to build new solutions to tackle Risk and Identity challenges
What the Candidate Will Need / Bonus Points
BE/B-Tech/M-tech/MBA in Mathematics, Statistics, Computer Science, Economics, Business or analytical field
SQL mastery: be able to write efficient and complex code.
Background in experimentation, data visualization, and reporting, leveraging open source libraries/packages and third-party tools (Tableau or similar)
Strong statistical background.
Experience designing experiments and analyzing experiment results.
Very strong verbal and written communication, and presentation skills including fluency in English
Highly detailed oriented
Excellent judgment, critical-thinking, and decision-making skills; can balance attention to detail with swift execution
Able to identify stakeholders, build relationships, and influence others to get work done
Enthusiasm about Uber!
At Uber, we ignite opportunity by setting the world in motion. We take on big problems to help drivers, riders, delivery partners, and eaters get moving in more than 10,000 cities around the world.
We welcome people from all backgrounds who seek the opportunity to help build a future where everyone and everything can move independently. If you have the curiosity, passion, and collaborative spirit, work with us, and let's move the world forward, together.",4.0,"Uber
4.0",Hyderābād,10000+ Employees,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,₹144K (Employer est.),"Job Title:
Data Scientist
Exp:
2 - 5 Years
Job Location:
Kolkata
Job Type:
Full Time
Key Skills:
Reporting and Dashboarding
Tableau
PowerBI
Modeling
Analytics
Machine Learning
R
Python
Job Description:
Minimum 18 months experience in machine learning/data science with actual project experience in using various algorithms. The candidate should have familiarity with data extraction and processing from different data sources.
Skills: Metrics reporting and dashboarding using Tableau/PowerBI or open-source tools, Model development and deployment using analytics/statistical/ machine learning algorithms, Expertise in R/Python programming and other analytics tools/technology (SAS/Alteryx/Knime, etc.)
Platform:
Expertise in the Microsoft Azure eco-system or SAS or Open source platforms (R/Python etc.) and visualization tools like Tableau, PowerBI, Qlikview, etc.
Experience in interaction with multinational clients to understand analytics requirements
Experience in developing analytics systems and algorithm deployment in the production environment
Domain experience - banking / retail / e-commerce",3.2,"Business Brio
3.2",Calcutta,1 to 50 Employees,-1,-1,Less than $1 million (USD)
Data Scientist/Language Engineer II,₹144K (Employer est.),"Master's Degree plus 4+ years of experience in CS, CE, ML or related field
Experience building natural language processing systems
Experience with database queries and data analysis processes (SQL, R, Matlab, etc.), and Unix
Experience programming in Perl, Python, or another scripting language
Expertise in building Ontologies, taxonomies, and semantic relation frameworks
Experience applying various machine learning techniques, and understanding the key parameters that affect their performance
Experience developing experimental and analytic plans for data modeling processes, use of strong baselines, and the ability to accurately determine cause and effect relationships
Understanding of relevant statistical measures such as confidence intervals, significance of error measurements, development and evaluation data sets, etc.
Experience working with speech and text language data in multiple languages
Native or near-native fluency in Hindi and English dialects spoken in India

Amazon is looking for a Language Engineer/Data Scientist to join our Alexa AI and NU India team. We are seeking a candidate with strong analytical skills and language technology experience to help us develop language components for a variety of Alexa products.

Come join the Alexa team, building the speech and language solutions behind Alexa, Amazon Echo and other Amazon products and services! You will help us invent the future.

As a Language Engineer of the Alexa AI - NU Team, you will research and create models, improve models for Natural Language Processing and Natural Understanding problems.
You will gain hands-on experience with Amazon’s heterogeneous structured data sources; as well as large-scale computing resources to accelerate advances in training deep neural networks for natural language understanding. You will take lead on solving highly visible and impactful business problems in areas of new product development, automation, self-service solution and quality improvement, to continue delight Alexa customers and help driving Amazon business performance.

The ideal candidate is clearly passionate about delivering experiences that delight customers and creating solutions that are robust. Creating reliable, scalable and high performance products requires exceptional technical expertise, and a sound understanding of the fundamentals of Machine Learning, NLP and Problem solving.

This role requires working closely with business, engineering and other scientists within Alexa India and across Amazon to deliver ground breaking features. You will lead high visibility and high impact programs collaborating with various teams across Amazon. You will work with a team of Language Engineers, Linguists, Program Managers and Scientists to launch new customer facing features and improve the current features.
We value academic collaborations and encourage our scientists and engineers to publish in top conferences such as NIPS, ICML, ICLR, KDD etc. and do open source contribution.
Amazon is an Equal Opportunity Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation

Excellent communication, strong organizational skills and very detailed oriented
Comfortable working in a fast paced, highly collaborative, dynamic work environment
Willingness to support several projects at one time, and to accept reprioritization as necessary",3.9,"ADCI - Karnataka
3.9",Bangalore,10000+ Employees,Internet,Information Technology,$10+ billion (USD)
Data Scientist,₹144K (Employer est.),"Looking for:
Strong background in Machine Learning and Statistics.
Fluency in Python and R programming language.
Good understanding of Relational & Non- Relational database and SQL.
Familiar with Tensor Flow, OpenCV and Tesseract OCR.
1-3 years of relevant experience.
Good communication skills.
Portfolio/Demoable project from previous experience.
Responsbilities:
Work on projects related to healthcare.
Build models and analyze medical data collected from healthcare devices and apps.
Build models and tools for analyzing pills and different medicine images.
Expose this data to mobile and web apps to build feature set.
Job Perks:",4.6,"Cumulations Technologies
4.6",Bangalore,1 to 50 Employees,-1,-1,Less than $1 million (USD)
Senior Data Scientist,₹144K (Employer est.),"Founded in 2012, Socure is the leader in high-assurance digital identity verification technology. Named to Forbes' 2019 AI 50 list as one of America's most promising AI companies, and a recent winner of API World's Best Data API, Socure's technology applies artificial intelligence and machine learning techniques with trusted online/offline data intelligence from email, address, phone, IP, social media and the broader Internet to verify identities in real-time. Customers include three of the top five U.S. banks, seven of the top 10 U.S. card issuers, as well as the majority of leading digital banks, lenders and insurers across the U.S. We are funded by some of the world's best investors and entrepreneurs including Scale Venture Partners, Commerce Ventures, Work-Bench, Santander InnoVentures and Two Sigma Ventures.
We are currently looking for a Senior Data Scientist for our Fraud Products Team to be based in the Chennai.
The Socure DS Fraud team is responsible for developing cutting edge Fraud, Risk and Synthetic Identification products, building machine learning models using latest ML algorithms and technologies, building data-processing pipelines, evaluating the performance of new data sources, and providing analytical support to the Socure Fraud and Risk product suite.
In this role you will:
Develop machine learning, data mining, statistical, and graph-based algorithms designed to analyze massive data sets; partner with Cloud technologists to ensure proper implementation and usage of said algorithms
Analyze large data sets to develop multiple, custom models and algorithms to drive innovative correlations for fraud and acceptance data as well as social data
Implement new data modeling solutions and improvements to existing solutions
Integrate new data sources and API third-party products in the main framework
Work with Big Data technologies using Spark
Provide analytical support to the data science team
Own and drive projects from conception to completion
Collaborate with data scientists, engineers and other key stakeholders
Work well in a fast-paced cross-functional environment
Requirements:
BE/B.TECH/ME/MSc in computer science, mathematics, physics, statistics or similar or equivalent work experience
A minimum of 5+ years of industry experience working in a similar role
Experience in developing data-driven algorithms in information retrieval, relevance, or machine learning and working with distributed systems
Strong Python, R, Bash/Shell programming background
Good working knowledge of SQL
Nice to have:
Dashboard development experience (Dash, Bokeh, R Shiny)
Experience with data workflow managers such as Airflow, Drake, or Luigi
Experience in advanced analytics and developing machine learning models
Programming experience in Scala, Java
Experience in Hadoop, Spark, distributed systems
Experience with containerization (Docker)
Experience with cloud ecosystems such as Microsoft Azure, Google Cloud Platform or Amazon Web Services
Perks & Benefits:
Competitive base salary
Equity - every employee is a stakeholder in our enormous upside
A tech-first company culture driven by entrepreneurial thinking and talent
A great team working in unison towards the same mission
Transparency is what our product is built on—and so is our culture
Daily catered lunch, snacks, drinks etc..,
Generous health insurance for employees and dependents
Flexible work schedule and work-from-home options
Flexible PTO
A Message on COVID-19:
Socure's number one priority is to safeguard the health and well-being of our team members, our families and our communities. During this unprecedented time, we are closely monitoring COVID-19 developments and updating our response plan quarterly. We are regularly soliciting feedback from our employees to help inform our return-to-office strategy. For our team members who loved going into the office, we are looking forward to meeting once again! But until then, we are striving to ensure that Socureans have the resources and support they need to excel from home. This includes a work-from-home stipend so you can build your home office and fun, virtual events so you can continue to feel connected to your coworkers.
For more about Socure, check out these videos about our product and culture, and our blogs about the employee experience.",4.9,"Socure
4.9",Chennai,51 to 200 Employees,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,₹144K (Employer est.),"We are looking for a data scientist with an experience of 3+ years in deriving insights using analytical models handling vast amounts of data available across multiple platforms. Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products. Experience in social media analytics is a must.
RESPONSIBILITIES
Data mining using state-of-the-art methods
Enhancing data collection procedures to include information that is relevant for building analytic systems
Processing, cleansing, and verifying the integrity of data used for analysis
Selecting features, building and optimizing models using machine learning techniques
Doing ad-hoc analysis and presenting results in a clear manner
Creating proposals and presentations
SKILLS
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests etc.
Experience in Predictive modelling, ensemble modelling, sentiment analysis, NLP, Time-Series Analysis, Deep Learning, Reinforcement learning, Recommender Systems
Experience with common data science toolkits, such as R, Python etc.
Experience with data visualisation tools, such as Tableau, Power BI, Qlikview etc.
Proficiency in using query languages such as SQL and HQL
Experience with NoSQL databases, such as MongoDB, Cassandra, HBase
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Good scripting and programming skills
Great communication skills

Benefits and Perks
Working with smart, young, mission-driven people
Approachable management team
Mobile allowance
Travel allowance
Regular team outings
Flexible Schedules",1.0,"Emerging India Group
1.0",Noida,51 to 200 Employees,-1,-1,Less than $1 million (USD)
Data Scientist,₹144K (Employer est.),"Co-relationship models
ARIMA
Exponential Moving Average
Smoothened Exponential Moving Average
Croston
Requirement
Good Oral and Written Communication Skills
Data Digger/Data Analyst
Analytical
Self Starter",5.0,"Techlive
5.0",Noida,51 to 200 Employees,IT Services,Information Technology,Less than $1 million (USD)
Data Scientist - 1120-CN-200,₹144K (Employer est.),"This person will:
Actively contribute to build analytics and measure KPIs on content quality by developping big data analytics workflows, using SPARK and other technologies in our Databricks clusters and EMR.
Actively contribute to build content improvement methods ingesting and linking content from different sources, using various techniques from machine learning (ML), natural language porcessing (NLP), taxonomies and linked data.
Actively contribute to product and operational content strategies by identifying new technical capabilities for big data workflows and content transformation automation. Using visualization tools to communicate analysis will be another key aspect of the work.
Recommended Skills and Education:
Technical skills: Data Science and software development experience in Python or a curly brace language as well as scripting abilities. Writing queries, handling data (ETL), and experience using *nix systems, open source software and libraries. Is able to write design specifications, tests, maintaining documentation and perform code reviews. Industry experience in ML and large-scale data mining is a big bonus.
Interpersonal Skills: Be able to communicate clearly with various stakeholders and explain difficult or sensitive information.
Education: University graduate (Master or PhD level) in computer science, computational linguistics or an associated area. Industry experience in Machine Learning, information clustering and large-scale data mining is a big plus.
Elsevier is an equal opportunity employer: qualified applicants are considered for and treated during employment without regard to race, color, creed, religion, sex, national origin, citizenship status, disability status, protected veteran status, age, marital status, sexual orientation, gender identity, genetic information, or any other characteristic protected by law. If a qualified individual with a disability or disabled veteran needs a reasonable accommodation to use or access our online system, that individual should please contact 1.877.734.1938 or accommodations@relx.com .
Please read our Candidate Privacy Policy",3.8,"RELX Group
3.8",Chennai,10000+ Employees,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
Data Science - Intern,₹144K (Employer est.),"Company Description:
About Merkle
Merkle is a global data-driven, technology-enabled performance marketing agency. For over 30 years, Fortune 1,000 companies and leading nonprofit organizations have partnered with us to build and maximize the value of their customer portfolios. We work with world-class brands like Dell, T-Mobile, Samsung, GEICO, Regions, Kimberly-Clark, AARP, Lilly, Sanofi, NBC Universal, DIRECTV, American Cancer Society, Habitat for Humanity, and many others to build and execute customer-centric business strategies. With more than 9,000 smart, dedicated people in more than 50 offices around the world, we are still growing at a rate that outpaces the market, with 2018 net revenue of $846million.
About Dentsu
Dentsu is the world’s largest advertising agency brand, a company with a history of 118 years of innovation, the Dentsu Group provides a comprehensive range of client centric brand, integrated communications, media and digital services through its ten global network brands—Carat, Dentsu, dentsu X, iProspect, Isobar, McGarry Bowen, Merkle, MKTG, Posterscope and Vizeum—as well as through its specialist/multi-market brands. The Dentsu Group has a strong presence in over 145 countries and regions across five continents and employs more than 62,000 dedicated professionals. Dentsu Aegis Network Ltd., its international business headquarters in London, oversees Dentsu’s agency operations outside of Japan. The Group is also active in the production and marketing of sports and entertainment content on a global scale.
Job Description:
Merkle | Sokrati, a leader in Digital Marketing and Analytics, managing Digital Marketing campaigns for several large brand clients in India. We are currently a 750+ people team; and growing extremely fast to gain more market share and roll out even cooler technology solutions in Digital Advertising space.
In pursuit of this, we seek to hire an Intern– Data Science in our team.

What you’ll do at Merkle|Sokrati?
Use statistical methods to analyze data and generate useful business reports
Analyze client data using EDA and provide actionable insights to improve processes and present them successfully to management using a reporting tool.
Use data to create AI&ML models to solve complex business problems
Provide support for ad hoc requests from the Business Users
Provide support for Analytics Processes monitoring and troubleshooting.
Identify, evaluate and implement external services and tools to support data validation and cleansing
Liaise with internal and external clients to fully understand data content
Gather, understand and document detailed business requirements using appropriate tools and techniques
Support in creating PowerPoints, reports, dashboards and models
Independently determine the appropriate approach for new assignments
Complete a variety of atypical assignments
Solve a range of straight forward problems
Builds knowledge of the organization, processes and customers
What’s on Offer:
An opportunity to work with one of India’s most promising companies in a genuine growth hacking role
Unparalleled learning opportunities in the company of ridiculously smart folks with very high levels of expertise in their respective functions
Fantastically transparent, vibrant and positive work culture
Qualifications:
What we are looking for?
Someone who is inquisitive and has great problem-solving skills.
Core data science/analytics knwolege.
Hands-on experience of building statistical models like regression, decision tree, random forests and other AI/ML models is a must
Experience using R, Python, SAS is mandatory.
Ability to write SQL queries, doing cohort analysis, comparative analysis etc.
Ability to lead own projects and work independently once given a direction.
Experience working directly with business users to build reports, dashboards and solving business questions with data.
Experience of working on visualization tools (Tableau/Power BI etc.)
Understanding about GA360/Adobe/Datorama/CDP/DMP etc.
Additional Information:
All your information will be kept confidential according to EEO guidelines.

More Information:
Our Culture: Merkle’s energy and personality lives through everything we say and do. Learn all about what defines our people and our vibe.
Students & Recent Graduates: Start your career at Merkle and get on the path to success.
Experienced Hires: Leverage your expertise, challenge the status quo and grow your career at Merkle.",3.8,"Merkle
3.8",Pune,1001 to 5000 Employees,Advertising & Marketing,Business Services,$500 million to $1 billion (USD)
Data Scientist,₹144K (Employer est.),"Requirements
BS/MS degree in Computer science, Maths
You are experienced with data stores such as Mysql, MongoDB, Cassandra, HBase, Hive
Experienced with data visualisation tools, such as Tableau, D3.js, GGplot, etc
Past experience with Deep Learning/NLP would be an advantage (although not necessary)
Good Communication Skills
Team Player
What We Expect.?
You take pride in your knowledge of design patterns, algorithms and data structures
You are comfortable processing, cleansing, and verifying the integrity of data used for analysis
You understand machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, CART, CHAID etc
You understand feature selection, model performance metrics, building and optimizing machine learning models
You are good at doing ad-hoc analysis and presenting results in a clear manner
You are good at creating automated anomaly detection systems and constant performance tracking
You can code comfortably in R & Python (NumPy, sklearn, xgboost)",-1,Pivotchain Solution Technologies,Pune,-1,-1,-1,-1
Data Scientist,₹144K (Employer est.),"Job Title: Data Scientist
Experience required: 3-4 years

Job Summary:
We are looking for a passionate Data Scientist to turn data into meaningful information that can help our clients make data informed decisions
Typical responsibilities include end to end execution of advanced data science projects primarily involving applying data mining techniques, doing statistical analysis, and building high quality prediction systems. You’ll have access to large B2B and B2C data sets on a robust analytic platform. Customer and account data is enriched with demographics and firmographics, transactional purchase history, Web behavior and cross-channel marketing campaign history. Tools and analytic environment include SAS, Tableau, R/Python and well-managed MPP RDBMS, Hadoop & Hive.
Loyalytics is a startup and our work environment is very conducive to trying and testing out a variety of new things. A high degree of passion, commitment to our customers’ priorities and willingness to learn new things on the go are some of the qualities that will help individuals succeed at Loyalytics.

Job Description:
3-4 years real world experience working as a data scientist
Hands on experience in statistical modelling software such as R, Python or SAS (optional) along with data visualization tools like Tableau/Power BI
Good understanding of statistical and predictive modeling concepts.
Strong expertise in either R or Python
Excellent analytical thinking, and problem-solving skills.
Hands on experience in working on data mining and statistical machine learning problems
In depth understanding of advance ML techniques and algorithms like regression, clustering, decision trees, Neural Networks, Gradient descent, SVM etc
Experience in project management and handling client communications
Excellent communication (written/verbal) skills, including logically structuring and delivering presentations.
Open to learning new methods/techniques in the ever-changing world of analytics. High aptitude to learn quickly, assimilate to new teams and projects, and work well under pressure with appropriate attention to detail.",4.1,"loyalytics consulting
4.1",Bangalore,1 to 50 Employees,IT Services,Information Technology,Unknown / Non-Applicable
